order_item_id,type,order_id,item_id,requested_quantity,processed_quantity,start_location_id,goal_location_id,start_y,start_x,goal_y,goal_x,rack_id,status,priority,assigned_agent,requested_time
1021,INBOUND,6001,NX002,20,0,0,0,77,86,73,63,K002,WAIT,1,,21
1022,OUTBOUND,6001,NX002,13,0,0,0,73,63,78,43,K002,PENDING,1,,22
1023,INBOUND,7001,KH005,16,0,0,0,77,86,30,49,L008,WAIT,1,,23
1024,OUTBOUND,7001,KH005,11,0,0,0,30,49,78,43,L008,PENDING,1,,24
1025,INBOUND,7001,NX001,15,0,0,0,77,86,80,63,N011,WAIT,1,,25
1026,OUTBOUND,6001,NX001,16,0,0,0,80,63,78,43,N011,PENDING,1,,26
1027,INBOUND,6001,HK005,2,0,0,0,77,86,64,103,S006,WAIT,1,,27
1028,OUTBOUND,5001,HK005,2,0,0,0,64,103,78,43,S006,PENDING,1,,28
1029,INBOUND,7001,NX004,5,0,0,0,77,86,13,4,T006,WAIT,1,,29
1030,OUTBOUND,7001,NX004,10,0,0,0,13,4,78,43,T006,PENDING,1,,30
1031,INBOUND,5001,HK003,19,0,0,0,77,86,5,3,L003,WAIT,1,,31
1032,OUTBOUND,5001,HK003,13,0,0,0,5,3,78,43,L003,PENDING,1,,32
1033,INBOUND,6001,KH003,3,0,0,0,77,86,17,25,D007,WAIT,1,,33
1034,OUTBOUND,6001,KH003,14,0,0,0,17,25,78,43,D007,PENDING,1,,34
1035,INBOUND,7001,NX005,11,0,0,0,77,86,57,35,P007,WAIT,1,,35
1036,OUTBOUND,7001,NX005,1,0,0,0,57,35,78,43,P007,PENDING,1,,36
1037,INBOUND,7001,KH002,2,0,0,0,77,86,27,16,M006,WAIT,1,,37
1038,OUTBOUND,7001,KH002,22,0,0,0,27,16,78,43,M006,PENDING,1,,38
1039,INBOUND,6001,HK001,18,0,0,0,77,86,15,36,G010,WAIT,1,,39
1040,OUTBOUND,7001,HK001,3,0,0,0,15,36,78,43,G010,PENDING,1,,40
1041,INBOUND,7001,NX003,4,0,0,0,77,86,76,11,H011,WAIT,1,,41
1042,OUTBOUND,7001,NX003,8,0,0,0,76,11,78,43,H011,PENDING,1,,42
1043,INBOUND,6001,KH004,19,0,0,0,77,86,35,88,Q007,WAIT,1,,43
1044,OUTBOUND,8001,KH004,12,0,0,0,35,88,78,43,Q007,PENDING,1,,44
1045,INBOUND,5001,HK002,22,0,0,0,77,86,58,101,A009,WAIT,1,,45
1046,OUTBOUND,5001,HK002,6,0,0,0,58,101,78,43,A009,PENDING,1,,46
1047,INBOUND,8001,KH001,16,0,0,0,77,86,8,52,S004,WAIT,1,,47
1048,OUTBOUND,6001,KH001,2,0,0,0,8,52,78,43,S004,PENDING,1,,48
1049,INBOUND,7001,HK004,13,0,0,0,77,86,61,91,K009,WAIT,1,,49
1050,OUTBOUND,8001,HK004,1,0,0,0,61,91,78,43,K009,PENDING,1,,50
1051,INBOUND,7001,NX002,11,0,0,0,77,86,70,80,B012,WAIT,1,,51
1052,OUTBOUND,5001,NX002,10,0,0,0,70,80,78,43,B012,PENDING,1,,52
1053,INBOUND,5001,KH005,13,0,0,0,77,86,32,60,E012,WAIT,1,,53
1054,OUTBOUND,5001,KH005,10,0,0,0,32,60,78,43,E012,PENDING,1,,54
1055,INBOUND,5001,NX001,11,0,0,0,77,86,28,70,R005,WAIT,1,,55
1056,OUTBOUND,6001,NX001,12,0,0,0,28,70,78,43,R005,PENDING,1,,56
1057,INBOUND,7001,HK005,17,0,0,0,77,86,22,60,F005,WAIT,1,,57
1058,OUTBOUND,8001,HK005,21,0,0,0,22,60,78,43,F005,PENDING,1,,58
1059,INBOUND,8001,NX004,20,0,0,0,77,86,64,107,H003,WAIT,1,,59
1060,OUTBOUND,6001,NX004,10,0,0,0,64,107,78,43,H003,PENDING,1,,60
1061,INBOUND,6001,HK003,7,0,0,0,77,86,32,28,D011,WAIT,1,,61
1062,OUTBOUND,5001,HK003,12,0,0,0,32,28,78,43,D011,PENDING,1,,62
1063,INBOUND,8001,KH003,7,0,0,0,77,86,32,90,N003,WAIT,1,,63
1064,OUTBOUND,7001,KH003,2,0,0,0,32,90,78,43,N003,PENDING,1,,64
1065,INBOUND,6001,NX005,21,0,0,0,77,86,8,4,L010,WAIT,1,,65
1066,OUTBOUND,7001,NX005,1,0,0,0,8,4,78,43,L010,PENDING,1,,66
1067,INBOUND,5001,KH002,2,0,0,0,77,86,28,80,C008,WAIT,1,,67
1068,OUTBOUND,8001,KH002,22,0,0,0,28,80,78,43,C008,PENDING,1,,68
1069,INBOUND,6001,HK001,7,0,0,0,77,86,57,29,S008,WAIT,1,,69
1070,OUTBOUND,7001,HK001,18,0,0,0,57,29,78,43,S008,PENDING,1,,70
1071,INBOUND,7001,NX003,15,0,0,0,77,86,10,12,T003,WAIT,1,,71
1072,OUTBOUND,6001,NX003,10,0,0,0,10,12,78,43,T003,PENDING,1,,72
1073,INBOUND,6001,KH004,20,0,0,0,77,86,29,60,J009,WAIT,1,,73
1074,OUTBOUND,6001,KH004,22,0,0,0,29,60,78,43,J009,PENDING,1,,74
1075,INBOUND,6001,HK002,9,0,0,0,77,86,10,106,G001,WAIT,1,,75
1076,OUTBOUND,8001,HK002,20,0,0,0,10,106,78,43,G001,PENDING,1,,76
1077,INBOUND,6001,KH001,17,0,0,0,77,86,47,16,M001,WAIT,1,,77
1078,OUTBOUND,6001,KH001,5,0,0,0,47,16,78,43,M001,PENDING,1,,78
1079,INBOUND,6001,HK004,2,0,0,0,77,86,57,27,M012,WAIT,1,,79
1080,OUTBOUND,6001,HK004,5,0,0,0,57,27,78,43,M012,PENDING,1,,80
1081,INBOUND,5001,NX002,8,0,0,0,77,86,31,75,T008,WAIT,1,,81
1082,OUTBOUND,7001,NX002,10,0,0,0,31,75,78,43,T008,PENDING,1,,82
1083,INBOUND,5001,KH005,16,0,0,0,77,86,26,61,T007,WAIT,1,,83
1084,OUTBOUND,8001,KH005,5,0,0,0,26,61,78,43,T007,PENDING,1,,84
1085,INBOUND,5001,NX001,6,0,0,0,77,86,55,106,I004,WAIT,1,,85
1086,OUTBOUND,5001,NX001,16,0,0,0,55,106,78,43,I004,PENDING,1,,86
1087,INBOUND,5001,HK005,8,0,0,0,77,86,56,89,A012,WAIT,1,,87
1088,OUTBOUND,7001,HK005,22,0,0,0,56,89,78,43,A012,PENDING,1,,88
1089,INBOUND,7001,NX004,1,0,0,0,77,86,42,20,R010,WAIT,1,,89
1090,OUTBOUND,5001,NX004,15,0,0,0,42,20,78,43,R010,PENDING,1,,90
1091,INBOUND,5001,HK003,21,0,0,0,77,86,63,87,J008,WAIT,1,,91
1092,OUTBOUND,8001,HK003,16,0,0,0,63,87,78,43,J008,PENDING,1,,92
1093,INBOUND,5001,KH003,6,0,0,0,77,86,33,83,F006,WAIT,1,,93
1094,OUTBOUND,7001,KH003,10,0,0,0,33,83,78,43,F006,PENDING,1,,94
1095,INBOUND,6001,NX005,7,0,0,0,77,86,39,11,T002,WAIT,1,,95
1096,OUTBOUND,6001,NX005,3,0,0,0,39,11,78,43,T002,PENDING,1,,96
1097,INBOUND,6001,KH002,22,0,0,0,77,86,79,3,P012,WAIT,1,,97
1098,OUTBOUND,8001,KH002,10,0,0,0,79,3,78,43,P012,PENDING,1,,98
1099,INBOUND,8001,HK001,17,0,0,0,77,86,37,82,M008,WAIT,1,,99
1100,OUTBOUND,5001,HK001,22,0,0,0,37,82,78,43,M008,PENDING,1,,100
1101,INBOUND,7001,NX003,18,0,0,0,77,86,61,59,K012,WAIT,1,,101
1102,OUTBOUND,5001,NX003,14,0,0,0,61,59,78,43,K012,PENDING,1,,102
1103,INBOUND,7001,KH004,17,0,0,0,77,86,77,61,B008,WAIT,1,,103
1104,OUTBOUND,7001,KH004,21,0,0,0,77,61,78,43,B008,PENDING,1,,104
1105,INBOUND,8001,HK002,13,0,0,0,77,86,42,96,O001,WAIT,1,,105
1106,OUTBOUND,7001,HK002,10,0,0,0,42,96,78,43,O001,PENDING,1,,106
1107,INBOUND,7001,KH001,15,0,0,0,77,86,65,80,M003,WAIT,1,,107
1108,OUTBOUND,5001,KH001,1,0,0,0,65,80,78,43,M003,PENDING,1,,108
1109,INBOUND,6001,HK004,2,0,0,0,77,86,77,89,P009,WAIT,1,,109
1110,OUTBOUND,7001,HK004,23,0,0,0,77,89,78,43,P009,PENDING,1,,110
1111,INBOUND,5001,NX002,20,0,0,0,77,86,16,17,B002,WAIT,1,,111
1112,OUTBOUND,5001,NX002,15,0,0,0,16,17,78,43,B002,PENDING,1,,112
1113,INBOUND,7001,KH005,9,0,0,0,77,86,11,51,O006,WAIT,1,,113
1114,OUTBOUND,6001,KH005,7,0,0,0,11,51,78,43,O006,PENDING,1,,114
1115,INBOUND,8001,NX001,18,0,0,0,77,86,79,95,K005,WAIT,1,,115
1116,OUTBOUND,8001,NX001,1,0,0,0,79,95,78,43,K005,PENDING,1,,116
1117,INBOUND,5001,HK005,7,0,0,0,77,86,11,63,T005,WAIT,1,,117
1118,OUTBOUND,5001,HK005,17,0,0,0,11,63,78,43,T005,PENDING,1,,118
1119,INBOUND,7001,NX004,13,0,0,0,77,86,2,62,D009,WAIT,1,,119
1120,OUTBOUND,7001,NX004,24,0,0,0,2,62,78,43,D009,PENDING,1,,120
1121,INBOUND,7001,HK003,3,0,0,0,77,86,75,24,O005,WAIT,1,,121
1122,OUTBOUND,6001,HK003,19,0,0,0,75,24,78,43,O005,PENDING,1,,122
1123,INBOUND,7001,KH003,2,0,0,0,77,86,72,28,R009,WAIT,1,,123
1124,OUTBOUND,7001,KH003,6,0,0,0,72,28,78,43,R009,PENDING,1,,124
1125,INBOUND,7001,NX005,4,0,0,0,77,86,51,49,G012,WAIT,1,,125
1126,OUTBOUND,7001,NX005,9,0,0,0,51,49,78,43,G012,PENDING,1,,126
1127,INBOUND,8001,KH002,4,0,0,0,77,86,57,8,T001,WAIT,1,,127
1128,OUTBOUND,8001,KH002,21,0,0,0,57,8,78,43,T001,PENDING,1,,128
1129,INBOUND,6001,HK001,21,0,0,0,77,86,46,48,Q009,WAIT,1,,129
1130,OUTBOUND,6001,HK001,16,0,0,0,46,48,78,43,Q009,PENDING,1,,130
1131,INBOUND,7001,NX003,7,0,0,0,77,86,79,9,S011,WAIT,1,,131
1132,OUTBOUND,7001,NX003,6,0,0,0,79,9,78,43,S011,PENDING,1,,132
1133,INBOUND,8001,KH004,3,0,0,0,77,86,68,108,O012,WAIT,1,,133
1134,OUTBOUND,7001,KH004,8,0,0,0,68,108,78,43,O012,PENDING,1,,134
1135,INBOUND,6001,HK002,14,0,0,0,77,86,12,78,N004,WAIT,1,,135
1136,OUTBOUND,5001,HK002,13,0,0,0,12,78,78,43,N004,PENDING,1,,136
1137,INBOUND,6001,KH001,11,0,0,0,77,86,5,44,P008,WAIT,1,,137
1138,OUTBOUND,6001,KH001,1,0,0,0,5,44,78,43,P008,PENDING,1,,138
1139,INBOUND,8001,HK004,14,0,0,0,77,86,64,88,D001,WAIT,1,,139
1140,OUTBOUND,6001,HK004,10,0,0,0,64,88,78,43,D001,PENDING,1,,140
1141,INBOUND,6001,NX002,10,0,0,0,77,86,24,48,E005,WAIT,1,,141
1142,OUTBOUND,6001,NX002,8,0,0,0,24,48,78,43,E005,PENDING,1,,142
1143,INBOUND,5001,KH005,14,0,0,0,77,86,50,98,G007,WAIT,1,,143
1144,OUTBOUND,8001,KH005,21,0,0,0,50,98,78,43,G007,PENDING,1,,144
1145,INBOUND,8001,NX001,17,0,0,0,77,86,30,84,A001,WAIT,1,,145
1146,OUTBOUND,6001,NX001,20,0,0,0,30,84,78,43,A001,PENDING,1,,146
1147,INBOUND,6001,HK005,1,0,0,0,77,86,72,72,B006,WAIT,1,,147
1148,OUTBOUND,5001,HK005,10,0,0,0,72,72,78,43,B006,PENDING,1,,148
1149,INBOUND,5001,NX004,20,0,0,0,77,86,28,60,N008,WAIT,1,,149
1150,OUTBOUND,6001,NX004,19,0,0,0,28,60,78,43,N008,PENDING,1,,150
1151,INBOUND,5001,HK003,2,0,0,0,77,86,66,24,O011,WAIT,1,,151
1152,OUTBOUND,5001,HK003,3,0,0,0,66,24,78,43,O011,PENDING,1,,152
1153,INBOUND,8001,KH003,8,0,0,0,77,86,10,92,O003,WAIT,1,,153
1154,OUTBOUND,5001,KH003,24,0,0,0,10,92,78,43,O003,PENDING,1,,154
1155,INBOUND,5001,NX005,22,0,0,0,77,86,43,5,J007,WAIT,1,,155
1156,OUTBOUND,8001,NX005,1,0,0,0,43,5,78,43,J007,PENDING,1,,156
1157,INBOUND,5001,KH002,16,0,0,0,77,86,46,11,B009,WAIT,1,,157
1158,OUTBOUND,6001,KH002,13,0,0,0,46,11,78,43,B009,PENDING,1,,158
1159,INBOUND,7001,HK001,3,0,0,0,77,86,6,98,Q012,WAIT,1,,159
1160,OUTBOUND,5001,HK001,17,0,0,0,6,98,78,43,Q012,PENDING,1,,160
1161,INBOUND,5001,NX003,10,0,0,0,77,86,42,7,E006,WAIT,1,,161
1162,OUTBOUND,6001,NX003,10,0,0,0,42,7,78,43,E006,PENDING,1,,162
1163,INBOUND,8001,KH004,10,0,0,0,77,86,8,16,M004,WAIT,1,,163
1164,OUTBOUND,8001,KH004,23,0,0,0,8,16,78,43,M004,PENDING,1,,164
1165,INBOUND,6001,HK002,5,0,0,0,77,86,18,99,L002,WAIT,1,,165
1166,OUTBOUND,5001,HK002,16,0,0,0,18,99,78,43,L002,PENDING,1,,166
1167,INBOUND,6001,KH001,6,0,0,0,77,86,8,60,F012,WAIT,1,,167
1168,OUTBOUND,6001,KH001,7,0,0,0,8,60,78,43,F012,PENDING,1,,168
1169,INBOUND,6001,HK004,20,0,0,0,77,86,70,93,O007,WAIT,1,,169
1170,OUTBOUND,8001,HK004,16,0,0,0,70,93,78,43,O007,PENDING,1,,170
1171,INBOUND,8001,NX002,16,0,0,0,77,86,66,67,J012,WAIT,1,,171
1172,OUTBOUND,8001,NX002,13,0,0,0,66,67,78,43,J012,PENDING,1,,172
1173,INBOUND,7001,KH005,7,0,0,0,77,86,21,3,E009,WAIT,1,,173
1174,OUTBOUND,8001,KH005,14,0,0,0,21,3,78,43,E009,PENDING,1,,174
1175,INBOUND,5001,NX001,14,0,0,0,77,86,70,59,I003,WAIT,1,,175
1176,OUTBOUND,5001,NX001,13,0,0,0,70,59,78,43,I003,PENDING,1,,176
1177,INBOUND,6001,HK005,3,0,0,0,77,86,52,64,I006,WAIT,1,,177
1178,OUTBOUND,6001,HK005,16,0,0,0,52,64,78,43,I006,PENDING,1,,178
1179,INBOUND,5001,NX004,11,0,0,0,77,86,1,79,A008,WAIT,1,,179
1180,OUTBOUND,7001,NX004,13,0,0,0,1,79,78,43,A008,PENDING,1,,180
1181,INBOUND,6001,HK003,23,0,0,0,77,86,70,9,Q010,WAIT,1,,181
1182,OUTBOUND,5001,HK003,17,0,0,0,70,9,78,43,Q010,PENDING,1,,182
1183,INBOUND,8001,KH003,19,0,0,0,77,86,32,81,P005,WAIT,1,,183
1184,OUTBOUND,6001,KH003,8,0,0,0,32,81,78,43,P005,PENDING,1,,184
1185,INBOUND,5001,NX005,18,0,0,0,77,86,36,85,G006,WAIT,1,,185
1186,OUTBOUND,5001,NX005,22,0,0,0,36,85,78,43,G006,PENDING,1,,186
1187,INBOUND,5001,KH002,15,0,0,0,77,86,44,41,A010,WAIT,1,,187
1188,OUTBOUND,8001,KH002,21,0,0,0,44,41,78,43,A010,PENDING,1,,188
1189,INBOUND,5001,HK001,6,0,0,0,77,86,75,61,A011,WAIT,1,,189
1190,OUTBOUND,8001,HK001,13,0,0,0,75,61,78,43,A011,PENDING,1,,190
1191,INBOUND,8001,NX003,6,0,0,0,77,86,73,13,D002,WAIT,1,,191
1192,OUTBOUND,7001,NX003,23,0,0,0,73,13,78,43,D002,PENDING,1,,192
1193,INBOUND,6001,KH004,14,0,0,0,77,86,65,92,F009,WAIT,1,,193
1194,OUTBOUND,8001,KH004,7,0,0,0,65,92,78,43,F009,PENDING,1,,194
1195,INBOUND,7001,HK002,6,0,0,0,77,86,6,61,B001,WAIT,1,,195
1196,OUTBOUND,5001,HK002,2,0,0,0,6,61,78,43,B001,PENDING,1,,196
1197,INBOUND,5001,KH001,3,0,0,0,77,86,80,12,L009,WAIT,1,,197
1198,OUTBOUND,5001,KH001,10,0,0,0,80,12,78,43,L009,PENDING,1,,198
1199,INBOUND,5001,HK004,22,0,0,0,77,86,7,92,C001,WAIT,1,,199
1200,OUTBOUND,8001,HK004,22,0,0,0,7,92,78,43,C001,PENDING,1,,200
1201,INBOUND,6001,NX002,11,0,0,0,77,86,2,89,K010,WAIT,1,,201
1202,OUTBOUND,6001,NX002,4,0,0,0,2,89,78,43,K010,PENDING,1,,202
1203,INBOUND,6001,KH005,7,0,0,0,77,86,69,58,I002,WAIT,1,,203
1204,OUTBOUND,8001,KH005,5,0,0,0,69,58,78,43,I002,PENDING,1,,204
1205,INBOUND,5001,NX001,8,0,0,0,77,86,75,38,B007,WAIT,1,,205
1206,OUTBOUND,8001,NX001,15,0,0,0,75,38,78,43,B007,PENDING,1,,206
1207,INBOUND,5001,HK005,10,0,0,0,77,86,67,56,N010,WAIT,1,,207
1208,OUTBOUND,5001,HK005,15,0,0,0,67,56,78,43,N010,PENDING,1,,208
1209,INBOUND,6001,NX004,17,0,0,0,77,86,74,80,C012,WAIT,1,,209
1210,OUTBOUND,5001,NX004,21,0,0,0,74,80,78,43,C012,PENDING,1,,210
1211,INBOUND,5001,HK003,20,0,0,0,77,86,69,10,N012,WAIT,1,,211
1212,OUTBOUND,6001,HK003,2,0,0,0,69,10,78,43,N012,PENDING,1,,212
1213,INBOUND,7001,KH003,13,0,0,0,77,86,15,15,E007,WAIT,1,,213
1214,OUTBOUND,8001,KH003,5,0,0,0,15,15,78,43,E007,PENDING,1,,214
1215,INBOUND,7001,NX005,18,0,0,0,77,86,73,67,K003,WAIT,1,,215
1216,OUTBOUND,8001,NX005,5,0,0,0,73,67,78,43,K003,PENDING,1,,216
1217,INBOUND,5001,KH002,4,0,0,0,77,86,31,60,N005,WAIT,1,,217
1218,OUTBOUND,6001,KH002,19,0,0,0,31,60,78,43,N005,PENDING,1,,218
1219,INBOUND,6001,HK001,19,0,0,0,77,86,20,33,E004,WAIT,1,,219
1220,OUTBOUND,8001,HK001,13,0,0,0,20,33,78,43,E004,PENDING,1,,220
1221,INBOUND,7001,NX003,14,0,0,0,77,86,8,99,F011,WAIT,1,,221
1222,OUTBOUND,8001,NX003,10,0,0,0,8,99,78,43,F011,PENDING,1,,222
1223,INBOUND,5001,KH004,23,0,0,0,77,86,62,5,P001,WAIT,1,,223
1224,OUTBOUND,6001,KH004,17,0,0,0,62,5,78,43,P001,PENDING,1,,224
1225,INBOUND,5001,HK002,14,0,0,0,77,86,17,64,P010,WAIT,1,,225
1226,OUTBOUND,6001,HK002,10,0,0,0,17,64,78,43,P010,PENDING,1,,226
1227,INBOUND,6001,KH001,8,0,0,0,77,86,45,31,B004,WAIT,1,,227
1228,OUTBOUND,8001,KH001,8,0,0,0,45,31,78,43,B004,PENDING,1,,228
1229,INBOUND,8001,HK004,16,0,0,0,77,86,33,72,E002,WAIT,1,,229
1230,OUTBOUND,7001,HK004,1,0,0,0,33,72,78,43,E002,PENDING,1,,230
1231,INBOUND,5001,NX002,12,0,0,0,77,86,51,95,J011,WAIT,1,,231
1232,OUTBOUND,7001,NX002,7,0,0,0,51,95,78,43,J011,PENDING,1,,232
1233,INBOUND,6001,KH005,9,0,0,0,77,86,17,52,G005,WAIT,1,,233
1234,OUTBOUND,5001,KH005,24,0,0,0,17,52,78,43,G005,PENDING,1,,234
1235,INBOUND,6001,NX001,5,0,0,0,77,86,33,76,F004,WAIT,1,,235
1236,OUTBOUND,8001,NX001,16,0,0,0,33,76,78,43,F004,PENDING,1,,236
1237,INBOUND,6001,HK005,12,0,0,0,77,86,27,94,M010,WAIT,1,,237
1238,OUTBOUND,7001,HK005,9,0,0,0,27,94,78,43,M010,PENDING,1,,238
1239,INBOUND,6001,NX004,2,0,0,0,77,86,76,82,L006,WAIT,1,,239
1240,OUTBOUND,8001,NX004,12,0,0,0,76,82,78,43,L006,PENDING,1,,240
1241,INBOUND,8001,HK003,16,0,0,0,77,86,43,79,C011,WAIT,1,,241
1242,OUTBOUND,8001,HK003,2,0,0,0,43,79,78,43,C011,PENDING,1,,242
1243,INBOUND,7001,KH003,12,0,0,0,77,86,47,52,P002,WAIT,1,,243
1244,OUTBOUND,6001,KH003,16,0,0,0,47,52,78,43,P002,PENDING,1,,244
1245,INBOUND,8001,NX005,6,0,0,0,77,86,27,5,J004,WAIT,1,,245
1246,OUTBOUND,5001,NX005,18,0,0,0,27,5,78,43,J004,PENDING,1,,246
1247,INBOUND,7001,KH002,13,0,0,0,77,86,39,29,B003,WAIT,1,,247
1248,OUTBOUND,7001,KH002,10,0,0,0,39,29,78,43,B003,PENDING,1,,248
1249,INBOUND,7001,HK001,2,0,0,0,77,86,71,89,G011,WAIT,1,,249
1250,OUTBOUND,8001,HK001,6,0,0,0,71,89,78,43,G011,PENDING,1,,250
1251,INBOUND,5001,NX003,1,0,0,0,77,86,78,74,A005,WAIT,1,,251
1252,OUTBOUND,7001,NX003,19,0,0,0,78,74,78,43,A005,PENDING,1,,252
1253,INBOUND,8001,KH004,3,0,0,0,77,86,53,8,J006,WAIT,1,,253
1254,OUTBOUND,8001,KH004,17,0,0,0,53,8,78,43,J006,PENDING,1,,254
1255,INBOUND,7001,HK002,16,0,0,0,77,86,77,80,G008,WAIT,1,,255
1256,OUTBOUND,6001,HK002,11,0,0,0,77,80,78,43,G008,PENDING,1,,256
1257,INBOUND,7001,KH001,24,0,0,0,77,86,77,21,O004,WAIT,1,,257
1258,OUTBOUND,5001,KH001,17,0,0,0,77,21,78,43,O004,PENDING,1,,258
1259,INBOUND,8001,HK004,23,0,0,0,77,86,62,85,R006,WAIT,1,,259
1260,OUTBOUND,7001,HK004,24,0,0,0,62,85,78,43,R006,PENDING,1,,260
1261,INBOUND,6001,NX002,3,0,0,0,77,86,73,98,H007,WAIT,1,,261
1262,OUTBOUND,8001,NX002,14,0,0,0,73,98,78,43,H007,PENDING,1,,262
1263,INBOUND,6001,KH005,20,0,0,0,77,86,74,96,Q008,WAIT,1,,263
1264,OUTBOUND,7001,KH005,6,0,0,0,74,96,78,43,Q008,PENDING,1,,264
1265,INBOUND,8001,NX001,14,0,0,0,77,86,41,9,O008,WAIT,1,,265
1266,OUTBOUND,5001,NX001,17,0,0,0,41,9,78,43,O008,PENDING,1,,266
1267,INBOUND,7001,HK005,5,0,0,0,77,86,69,41,S012,WAIT,1,,267
1268,OUTBOUND,6001,HK005,5,0,0,0,69,41,78,43,S012,PENDING,1,,268
1269,INBOUND,8001,NX004,8,0,0,0,77,86,11,13,R002,WAIT,1,,269
1270,OUTBOUND,6001,NX004,8,0,0,0,11,13,78,43,R002,PENDING,1,,270
1271,INBOUND,6001,HK003,8,0,0,0,77,86,75,17,H002,WAIT,1,,271
1272,OUTBOUND,5001,HK003,6,0,0,0,75,17,78,43,H002,PENDING,1,,272
1273,INBOUND,8001,KH003,7,0,0,0,77,86,34,91,K007,WAIT,1,,273
1274,OUTBOUND,5001,KH003,21,0,0,0,34,91,78,43,K007,PENDING,1,,274
1275,INBOUND,6001,NX005,5,0,0,0,77,86,53,40,S002,WAIT,1,,275
1276,OUTBOUND,5001,NX005,22,0,0,0,53,40,78,43,S002,PENDING,1,,276
1277,INBOUND,6001,KH002,13,0,0,0,77,86,14,78,R011,WAIT,1,,277
1278,OUTBOUND,6001,KH002,17,0,0,0,14,78,78,43,R011,PENDING,1,,278
1279,INBOUND,7001,HK001,18,0,0,0,77,86,6,6,I001,WAIT,1,,279
1280,OUTBOUND,6001,HK001,19,0,0,0,6,6,78,43,I001,PENDING,1,,280
1281,INBOUND,7001,NX003,3,0,0,0,77,86,33,49,O009,WAIT,1,,281
1282,OUTBOUND,8001,NX003,12,0,0,0,33,49,78,43,O009,PENDING,1,,282
1283,INBOUND,7001,KH004,5,0,0,0,77,86,59,103,T012,WAIT,1,,283
1284,OUTBOUND,8001,KH004,15,0,0,0,59,103,78,43,T012,PENDING,1,,284
1285,INBOUND,6001,HK002,21,0,0,0,77,86,5,80,C003,WAIT,1,,285
1286,OUTBOUND,5001,HK002,10,0,0,0,5,80,78,43,C003,PENDING,1,,286
1287,INBOUND,7001,KH001,21,0,0,0,77,86,50,30,P003,WAIT,1,,287
1288,OUTBOUND,6001,KH001,5,0,0,0,50,30,78,43,P003,PENDING,1,,288
1289,INBOUND,6001,HK004,14,0,0,0,77,86,7,44,Q005,WAIT,1,,289
1290,OUTBOUND,7001,HK004,18,0,0,0,7,44,78,43,Q005,PENDING,1,,290
1291,INBOUND,7001,NX002,17,0,0,0,77,86,55,86,N006,WAIT,1,,291
1292,OUTBOUND,7001,NX002,14,0,0,0,55,86,78,43,N006,PENDING,1,,292
1293,INBOUND,6001,KH005,24,0,0,0,77,86,51,100,H006,WAIT,1,,293
1294,OUTBOUND,6001,KH005,5,0,0,0,51,100,78,43,H006,PENDING,1,,294
1295,INBOUND,8001,NX001,15,0,0,0,77,86,43,75,M009,WAIT,1,,295
1296,OUTBOUND,5001,NX001,18,0,0,0,43,75,78,43,M009,PENDING,1,,296
1297,INBOUND,7001,HK005,10,0,0,0,77,86,14,44,N007,WAIT,1,,297
1298,OUTBOUND,5001,HK005,7,0,0,0,14,44,78,43,N007,PENDING,1,,298
1299,INBOUND,8001,NX004,4,0,0,0,77,86,21,49,F003,WAIT,1,,299
1300,OUTBOUND,5001,NX004,7,0,0,0,21,49,78,43,F003,PENDING,1,,300
